mab_uid	mab_name	Protein_RefID	virus_id	virus_name	Family	Organism	Species	Epitope	pubmed_id	Target Protein	Target type	Target	Target name	Assay type	Assay	Quantitative measure	Unit	disease_id
878_anti-WNV-E53	anti-WNV-E53	PDB: 3I50	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; EDI/EDII domains"	" 19713934;  17035317"	"Genome polyprotein; Envelope protein E"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
879_anti-YFV-1A	anti-YFV-1A		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	15919103	"Genome polyprotein; Envelope protein E"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
880_anti-YFV-2A	anti-YFV-2A		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	15919103	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
881_anti-YFV-5A	anti-YFV-5A		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	15919103	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
882_anti-YFV-7A	anti-YFV-7A		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	15919103	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
883_anti-YFV-R3(27)	anti-YFV-R3(27)		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	15919103	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
884_anti-YFV-R3(9)	anti-YFV-R3(9)		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	15919103	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
885_anti-ZIKV-A11	anti-ZIKV-A11	"PDB: 5LCV;  5N09; 4UT7"	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; E dimer-dependent epitope 2 (EDE2)"	" 28534525;  25501631;  25581790"	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
886_anti-ZIKV-Z028	anti-ZIKV-Z028	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	3.3	ng/ml	60478
887_anti-ZIKV-Z001	anti-ZIKV-Z001	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	1	ng/ml	60478
888_anti-ZIKV-Z004	anti-ZIKV-Z004	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	0.7	ng/ml	60478
889_anti-ZIKV-Z006	anti-ZIKV-Z006	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	2	ng/ml	60478
890_anti-ZIKV-Z010	anti-ZIKV-Z010	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	4.6	ng/ml	60478
891_anti-ZIKV-Z031	anti-ZIKV-Z031	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	0.9	ng/ml	60478
892_anti-ZIKV-Z035	anti-ZIKV-Z035	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	0.9	ng/ml	60478
893_anti-ZIKV-Z038	anti-ZIKV-Z038	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	2.4	ng/ml	60478
894_anti-ZIKV-Z014	anti-ZIKV-Z014	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	1.9	ng/ml	60478
895_anti-ZIKV-Z039	anti-ZIKV-Z039	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	71.9	ng/ml	60478
896_anti-ZIKV-Z015	anti-ZIKV-Z015	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	22.2	ng/ml	60478
897_anti-ZIKV-Z018	anti-ZIKV-Z018	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	8.1	ng/ml	60478
898_anti-ZIKV-Z021	anti-ZIKV-Z021	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	1	ng/ml	60478
899_anti-ZIKV-Z024	anti-ZIKV-Z024	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	10.2	ng/ml	60478
900_anti-ZIKV-Z012	anti-ZIKV-Z012	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	104.3	ng/ml	60478
901_anti-ZIKV-Z037	anti-ZIKV-Z037	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	0	ng/ml	60478
902_anti-ZIKV-Z041	anti-ZIKV-Z041	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	397.3	ng/ml	60478
903_anti-ZIKV-Z042	anti-ZIKV-Z042	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	25.1	ng/ml	60478
904_anti-ZIKV-Z043	anti-ZIKV-Z043	PDB: 5VIC	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	28475892	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography"	0	ng/ml	60478
905_anti-ZIKV-Z1	anti-ZIKV-Z1	PDB: 5GZO	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography; IC50"	257	mg/ml	60478
906_anti-ZIKV-Z1	anti-ZIKV-Z1	PDB: 5GZO	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography; IC50"	164	mg/ml	60478
907_anti-DENV-Z20	anti-DENV-Z20	PDB: 5GZO	11053	DENV1	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	> 10	mg/ml	12205
908_anti-DENV-Z20	anti-DENV-Z20	PDB: 5GZO	11060	DENV2	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	> 10	mg/ml	12206
909_anti-DENV-Z20	anti-DENV-Z20	PDB: 5GZO	11069	DENV3	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	> 10	mg/ml	12206
910_anti-DENV-Z20	anti-DENV-Z20	PDB: 5GZO	11070	DENV4	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	> 10	mg/ml	12206
911_anti-DENV-Z20	anti-DENV-Z20	PDB: 5GZO	11053	DENV1	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	> 10	mg/ml	12205
912_anti-DENV-Z20	anti-DENV-Z20	PDB: 5GZO	11060	DENV2	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	> 10	mg/ml	12206
913_anti-DENV-Z20	anti-DENV-Z20	PDB: 5GZO	11069	DENV3	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	> 10	mg/ml	12206
914_anti-DENV-Z20	anti-DENV-Z20	PDB: 5GZO	11070	DENV4	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	> 10	mg/ml	12206
915_anti-ZIKV-Z20	anti-ZIKV-Z20	PDB: 5GZO	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	0.37	mg/ml	60478
916_anti-ZIKV-Z20	anti-ZIKV-Z20	PDB: 5GZO	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	0.89	mg/ml	60478
917_anti-ZIKV-Z23	anti-ZIKV-Z23	PDB: 5GZR	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography; IC50"	0.37	mg/ml	60478
918_anti-ZIKV-Z23	anti-ZIKV-Z23	PDB: 5GZR	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography; IC50"	0.56	mg/ml	60478
919_anti-DENV-Z23	anti-DENV-Z23	PDB: 5GZO	11053	DENV1	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	0	mg/ml	12205
920_anti-DENV-Z23	anti-DENV-Z23	PDB: 5GZO	11060	DENV2	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	0	mg/ml	12206
921_anti-DENV-Z23	anti-DENV-Z23	PDB: 5GZO	11069	DENV3	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	0	mg/ml	12206
922_anti-DENV-Z23	anti-DENV-Z23	PDB: 5GZO	11070	DENV4	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	0	mg/ml	12206
923_anti-DENV-Z23	anti-DENV-Z23	PDB: 5GZO	11053	DENV1	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	0	mg/ml	12205
924_anti-DENV-Z23	anti-DENV-Z23	PDB: 5GZO	11060	DENV2	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	0	mg/ml	12206
925_anti-DENV-Z23	anti-DENV-Z23	PDB: 5GZO	11069	DENV3	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	0	mg/ml	12206
926_anti-DENV-Z23	anti-DENV-Z23	PDB: 5GZO	11070	DENV4	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	0	mg/ml	12206
927_anti-ZIKV-Z29	anti-ZIKV-Z29		64320	ZIKV					27974667		Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography; IC50"	9.35	mg/ml	60478
928_anti-ZIKV-Z29	anti-ZIKV-Z29		64320	ZIKV					27974667		Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography; IC50"	3.2	mg/ml	60478
929_anti-ZIKV-Z30	anti-ZIKV-Z30		64320	ZIKV					27974667		Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography; IC50"	1.09	mg/ml	60478
930_anti-ZIKV-Z30	anti-ZIKV-Z30		64320	ZIKV					27974667		Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography; IC50"	1.87	mg/ml	60478
931_anti-ZIKV-Z33	anti-ZIKV-Z33		64320	ZIKV					27974667		Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography; IC50"	3.85	mg/ml	60478
932_anti-ZIKV-Z33	anti-ZIKV-Z33		64320	ZIKV					27974667		Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography; IC50"	30	mg/ml	60478
933_anti-ZIKV-Z3L1	anti-ZIKV-Z3L1	PDB: 5GZN	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography; IC50"	0.17	mg/ml	60478
934_anti-ZIKV-Z3L1	anti-ZIKV-Z3L1	PDB: 5GZN	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Neutralization	"ELISA; X-ray crystallography; IC50"	0.24	mg/ml	60478
935_anti-DENV-Z3L1	anti-DENV-Z3L1	PDB: 5GZO	11053	DENV1	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	Not neutralizing	mg/ml	12205
936_anti-DENV-Z3L1	anti-DENV-Z3L1	PDB: 5GZO	11060	DENV2	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	Not neutralizing	mg/ml	12206
937_anti-DENV-Z3L1	anti-DENV-Z3L1	PDB: 5GZO	11069	DENV3	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	Not neutralizing	mg/ml	12206
938_anti-DENV-Z3L1	anti-DENV-Z3L1	PDB: 5GZO	11070	DENV4	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (Vero-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	Not neutralizing	mg/ml	12206
939_anti-DENV-Z3L1	anti-DENV-Z3L1	PDB: 5GZO	11053	DENV1	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	Not neutralizing	mg/ml	12205
940_anti-DENV-Z3L1	anti-DENV-Z3L1	PDB: 5GZO	11060	DENV2	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	Not neutralizing	mg/ml	12206
941_anti-DENV-Z3L1	anti-DENV-Z3L1	PDB: 5GZO	11069	DENV3	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	Not neutralizing	mg/ml	12206
942_anti-DENV-Z3L1	anti-DENV-Z3L1	PDB: 5GZO	11070	DENV4	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	27974667	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (C6/36-ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"	Not neutralizing	mg/ml	12206
943_anti-ZVNS1-Nb210	anti-ZVNS1-Nb210		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
944_anti-ZVNS1-Nb212	anti-ZVNS1-Nb212		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
945_anti-ZVNS1-Nb22	anti-ZVNS1-Nb22		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
946_anti-ZVNS1-Nb224	anti-ZVNS1-Nb224		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
947_anti-ZVNS1-Nb230	anti-ZVNS1-Nb230		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
948_anti-ZVNS1-Nb24	anti-ZVNS1-Nb24		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
949_anti-ZVNS1-Nb246	anti-ZVNS1-Nb246		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"		"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
950_anti-ZVNS1-Nb255	anti-ZVNS1-Nb255		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
951_anti-ZVNS1-Nb273	anti-ZVNS1-Nb273		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
952_anti-ZVNS1-Nb274	anti-ZVNS1-Nb274		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
953_anti-ZVNS1-Nb278	anti-ZVNS1-Nb278		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
954_anti-ZVNS1-Nb32	anti-ZVNS1-Nb32		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
955_anti-ZVNS1-Nb325	anti-ZVNS1-Nb325		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
956_anti-ZVNS1-Nb326	anti-ZVNS1-Nb326		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
957_anti-ZVNS1-Nb329	anti-ZVNS1-Nb329		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
958_anti-ZVNS1-Nb337	anti-ZVNS1-Nb337		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
959_anti-ZVNS1-Nb34	anti-ZVNS1-Nb34		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
